alpha,method,Loss_train_mean,Loss_train_std,Loss_optimal
1.0,GD,0.9498109514491929,0.0,0.9498109514491656
1.0,SGD,0.9498380814911839,1.963505915529463e-05,0.9498109514491656
1.0,SVRG,0.949810951449177,0.0,0.9498109514491656
0.999999,GD,1.054154600210395,0.0,1.054103299950919
0.999999,SGD,1.0541926542729436,2.7447070158488485e-05,1.054103299950919
0.999999,SVRG,1.0541208670315771,5.70645207964017e-08,1.054103299950919
0.99999,GD,1.0410312633985344,0.0,1.0380569852529191
0.99999,SGD,1.0411444636964209,1.7645806886709034e-05,1.0380569852529191
0.99999,SVRG,1.039359254874278,4.39227819593579e-06,1.0380569852529191
0.9999,GD,0.774478815886101,0.0,0.7622532806630307
0.9999,SGD,0.7749037551986172,4.3391316228414255e-05,0.7622532806630307
0.9999,SVRG,0.767551490637277,3.085809155813414e-05,0.7622532806630307
0.999,GD,0.890220721904391,0.0,0.8671729897840283
0.999,SGD,0.8920529959170996,3.1493823115515436e-05,0.8671729897840283
0.999,SVRG,0.8711338593581305,2.7472655990523238e-05,0.8671729897840283
0.99,GD,0.8952733745614009,0.0,0.8614577303614641
0.99,SGD,0.9250874607463179,0.0005596846285358963,0.8614577303614641
0.99,SVRG,0.8614694439416541,1.4154073878164058e-06,0.8614577303614641
0.9,GD,1.0208670806099525,0.0,1.02074691034334
0.9,SGD,1.0326789270996712,0.0009100456224507839,1.02074691034334
0.9,SVRG,1.0207469103433406,1.2819751242557092e-16,1.02074691034334
0.8,GD,0.8717352094216548,0.0,0.8717346888950059
0.8,SGD,0.8726943342557693,2.2686510219783696e-05,0.8717346888950059
0.8,SVRG,0.8717346888950063,2.7194799110210365e-16,0.8717346888950059
0.7,GD,1.0760908169877899,0.0,1.0760908169627275
0.7,SGD,1.0761528086092447,3.946638873676583e-05,1.0760908169627275
0.7,SVRG,1.0760908169627275,1.2819751242557092e-16,1.0760908169627275
0.6,GD,0.845103389435914,1.1102230246251565e-16,0.8451033893953727
0.6,SGD,0.8451843931459765,2.790405300753015e-05,0.8451033893953727
0.6,SVRG,0.8451033893953727,2.3111135221866393e-16,0.8451033893953727
0.5,GD,0.9820473111042562,0.0,0.9820473111042554
0.5,SGD,0.9821108421006369,2.4829174344929568e-05,0.9820473111042554
0.5,SVRG,0.9820473111042557,1.9229626863835638e-16,0.9820473111042554
