alpha,method,Loss_train_mean,Loss_train_std,Loss_optimal
1.0,GD,0.87302720546696,1.1102230246251565e-16,0.8730272054669591
1.0,SGD,0.8726976321141838,0.0007280269813958564,0.8730272054669591
1.0,SVRG,0.8730272054669541,6.409875621278546e-17,0.8730272054669591
0.999999,GD,1.0725958551372525,0.0,1.0725958472083528
0.999999,SGD,1.072533523730468,0.0013911376992121948,1.0725958472083528
0.999999,SVRG,1.0725958472083479,1.8129866073473578e-16,1.0725958472083528
0.99999,GD,1.1761608854776038,0.0,1.1761608201531393
0.99999,SGD,1.1761411880988002,0.0014882497967088697,1.1761608201531393
0.99999,SVRG,1.1761608201531388,1.8129866073473578e-16,1.1761608201531393
0.9999,GD,1.1266697118532276,0.0,1.126667390749228
0.9999,SGD,1.128136757342064,0.0014147885955027892,1.126667390749228
0.9999,SVRG,1.1266673907492335,5.733167046599011e-16,1.126667390749228
0.999,GD,0.9959429328417787,0.0,0.9959412424476857
0.999,SGD,0.9958834099062974,0.0006023984862362419,0.9959412424476857
0.999,SVRG,0.9959412424476838,6.321450405571642e-15,0.9959412424476857
0.99,GD,0.9316584772683001,0.0,0.9315506709494563
0.99,SGD,0.9384523686389561,0.0009206231230915941,0.9315506709494563
0.99,SVRG,0.9315506709494522,2.398355846665908e-15,0.9315506709494563
0.9,GD,1.0587732601770594,0.0,1.0587728712992635
0.9,SGD,1.0611642273127941,0.003053147577297413,1.0587728712992635
0.9,SVRG,1.0587728712992617,8.208645989907719e-16,1.0587728712992635
0.8,GD,0.9309688062336138,1.1102230246251565e-16,0.9309685845241422
0.8,SGD,0.9306087961311631,0.0004233363966435288,0.9309685845241422
0.8,SVRG,0.9309685845241434,1.1102230246251565e-16,0.9309685845241422
0.7,GD,0.9313334586644771,1.1102230246251565e-16,0.9313334586615402
0.7,SGD,0.9318273790632752,0.0018240515900071694,0.9313334586615402
0.7,SVRG,0.9313334586615328,2.6629928362451623e-15,0.9313334586615402
0.6,GD,1.1783151823971574,0.0,1.1783151823971345
0.6,SGD,1.179320373882475,0.0013163987512765107,1.1783151823971345
0.6,SVRG,1.1783151823971298,7.364386412590295e-16,1.1783151823971345
0.5,GD,0.8486451286812476,0.0,0.8486451286812476
0.5,SGD,0.8482349701681747,0.0010830473905269144,0.8486451286812476
0.5,SVRG,0.8486451286812436,1.5356970451775257e-15,0.8486451286812476
