FOs,Loss_train,Loss_test,Optimal_loss_train
102,38.35427837986163,47.63632720029625,0.94887639802629
104,35.70984242450284,44.210520046273174,0.94887639802629
106,33.61866396463438,41.4775606988269,0.94887639802629
108,31.456678645224233,38.65147545579741,0.94887639802629
110,28.74944737173346,35.13118527560388,0.94887639802629
112,25.907355333719877,31.45369217184948,0.94887639802629
114,23.197475810180023,27.97506853344106,0.94887639802629
116,20.705694524545105,24.78358097024223,0.94887639802629
118,19.45830029139843,23.17903859156942,0.94887639802629
120,17.97245909903187,21.272574645887953,0.94887639802629
122,16.64429022538634,19.556881686635716,0.94887639802629
124,15.258483699315988,17.789042557949482,0.94887639802629
126,14.405302325634658,16.691598221787324,0.94887639802629
128,13.887440768839438,16.006987015437552,0.94887639802629
130,13.388539401155853,15.3516481936198,0.94887639802629
132,12.845801648656412,14.64314971242589,0.94887639802629
134,12.109636544397357,13.700772596091799,0.94887639802629
136,11.933598105406197,13.471742600038306,0.94887639802629
138,11.546551682714316,12.981219659753794,0.94887639802629
140,11.019943003230056,12.316645737028875,0.94887639802629
142,10.865201821795258,12.108397594717895,0.94887639802629
144,10.59335659307933,11.754511177672434,0.94887639802629
146,10.482873316328144,11.616630915970683,0.94887639802629
148,10.373632405376059,11.485868184349263,0.94887639802629
150,10.2006843400195,11.274577837712556,0.94887639802629
152,9.913396130410751,10.925439489802924,0.94887639802629
154,9.52283367577027,10.451084668795406,0.94887639802629
156,9.223113024450281,10.080868529773799,0.94887639802629
158,8.818690297554618,9.58309290718861,0.94887639802629
160,8.49459492621013,9.189840119427092,0.94887639802629
162,8.38416719394291,9.048311235715236,0.94887639802629
164,8.315829235585415,8.956974556329973,0.94887639802629
166,8.350232477332645,8.989301481680274,0.94887639802629
168,8.29527031520168,8.916738633568034,0.94887639802629
170,8.16714642485266,8.75665307728437,0.94887639802629
172,7.948228255732193,8.487092181218292,0.94887639802629
174,7.675154088002871,8.15474142652005,0.94887639802629
176,7.407165190979639,7.828357247974268,0.94887639802629
178,7.076476332468635,7.427918894199258,0.94887639802629
